YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,NBR_FLIGHTS_DESCENT,TOT_DIST_LEVEL_NM_DESCENT,TOT_DIST_LVL_NM_DESC_BLW_70,TOT_TIME_LEVEL_SECONDS_DESCENT,TOT_TIME_LEVEL_SEC_DESC_BLW_70,MEDIAN_CDO_ALT,NBR_CDO_FLIGHTS,NBR_CDO_FLIGHTS_BELOW_7000,TOT_DELTA_CO2_KG_DESCENT,TOT_DELTA_CO2_KG_DESC_BLW_70,NBR_FLIGHTS_CLIMB,TOT_DIST_LEVEL_NM_CLIMB,TOT_DIST_LVL_NM_CLIMB_BLW_100,TOT_TIME_LEVEL_SECONDS_CLIMB,TOT_TIME_LVL_SEC_CLIMB_BLW_100,MEDIAN_CCO_ALT,NBR_CCO_FLIGHTS,NBR_CCO_FLIGHTS_BELOW_10000,TOT_DELTA_CO2_KG_CLIMB,TOT_DELTA_CO2_KG_CLIMB_BLW_100,AIRPORT_NAME
2016,1,JAN,EBAW,Antwerpen Deurne,Belgium,447,6352.247007767261,2885.100517874418,99880,64300,3046.875,91,133,9451.0792715,4413.6459884999995,431,2067.8322678480904,343.42026912806,24400,7560,19000,310,387,2625.671575,256.225068,Antwerpen Deurne (EBAW)
2016,1,JAN,EBBE,Beauvechain,Belgium,3,73.25620073827073,73.25620073827073,1760,1760,2564.705882352941,1,1,0,0,4,0,0,0,0,6500,4,4,0,0,Beauvechain (EBBE)
2016,1,JAN,EBBR,Brussels,Belgium,8257,156692.6295494453,20489.600953092504,1662300,395580,6038.616071428571,1542,3971,1139543.146484,364471.2148189999,8274,38311.8926780919,592.42756854178,319421,8000,33000,5815,8049,84986.46721500001,4425.9042,Brussels (EBBR)
2016,1,JAN,EBCI,Charleroi,Belgium,1719,38395.6226553266,4228.292110750891,407260,76800,6103.333333333332,235,817,223364.7559878,50479.649976,1704,14196.3937180658,1423.7123921898012,126720,18860,35000,943,1424,30176.926378,8616.509095000001,Charleroi (EBCI)
2016,1,JAN,EBCV,Chievres,Belgium,8,205.93711373021802,47.70743340532781,2860,960,3616.458333333333,1,3,907.626665,446.767985,8,28.955183585313147,11.40658747300214,360,140,21943.75,6,7,-2.48233,-4.1352,Chievres (EBCV)
2016,1,JAN,EBFN,Koksijde,Belgium,1,43.205286213849014,43.205286213849014,1620,1620,1977.681159420289,0,0,0,0,1,0,0,0,0,6000,1,1,0,0,Koksijde (EBFN)
2016,1,JAN,EBFS,Florennes,Belgium,4,112.187596420858,96.83225341972637,1920,1700,3005.416666666666,1,1,201.6072,181.6533,2,98.27865555076733,64.41288811644415,980,720,8518.426724137931,0,0,193.42552999999998,193.42552999999998,Florennes (EBFS)
2016,1,JAN,EBKT,Wevelgem/Kortrijk,Belgium,132,1867.281396124551,780.144572207161,31660,19460,4000,38,55,1713.685596999999,660.904259,110,756.987767355615,51.35751643818815,8240,1000,23000,72,99,591.146637,68.199832,Wevelgem/Kortrijk (EBKT)
2016,1,JAN,EBLG,Liege,Belgium,1114,23268.5613138152,6140.53135368522,276880,119260,3050.78125,70,179,276801.1130049999,151478.18117,1120,2215.512548189766,157.46100128205302,20020,2740,32000,913,1075,7809.0712459999995,1699.857436,Liege (EBLG)
2016,1,JAN,EBNM,Namur,Belgium,1,0,0,0,0,4000,1,1,0,0,1,0,0,0,0,4000,1,1,0,0,Namur (EBNM)
2016,1,JAN,EBOS,Oostende,Belgium,169,2678.1166189300184,1520.649209874869,49680,39120,4357.486338797814,21,40,22164.2777495,18421.8541175,163,800.3621371694991,24.2529360039483,7180,460,30968.421052631602,119,156,1935.850283,47.73829999999999,Oostende (EBOS)
