YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,NBR_FLIGHTS_DESCENT,TOT_DIST_LEVEL_NM_DESCENT,TOT_DIST_LVL_NM_DESC_BLW_70,TOT_TIME_LEVEL_SECONDS_DESCENT,TOT_TIME_LEVEL_SEC_DESC_BLW_70,MEDIAN_CDO_ALT,NBR_CDO_FLIGHTS,NBR_CDO_FLIGHTS_BELOW_7000,TOT_DELTA_CO2_KG_DESCENT,TOT_DELTA_CO2_KG_DESC_BLW_70,NBR_FLIGHTS_CLIMB,TOT_DIST_LEVEL_NM_CLIMB,TOT_DIST_LVL_NM_CLIMB_BLW_100,TOT_TIME_LEVEL_SECONDS_CLIMB,TOT_TIME_LVL_SEC_CLIMB_BLW_100,MEDIAN_CCO_ALT,NBR_CCO_FLIGHTS,NBR_CCO_FLIGHTS_BELOW_10000,TOT_DELTA_CO2_KG_CLIMB,TOT_DELTA_CO2_KG_CLIMB_BLW_100,AIRPORT_NAME
2019,1,JAN,EBAW,Antwerpen Deurne,Belgium,369,6597.5966692107795,2491.0438954197098,97000,52900,3006.25,51,88,12118.806182,5184.759522,347,2138.342838828015,231.600931240919,21280,4080,22000,205,304,1302.163968,289.33443300000005,Antwerpen Deurne (EBAW)
2019,1,JAN,EBBE,Beauvechain,Belgium,2,2.0047626959074,2.0047626959074,60,60,2984.743589743589,1,1,0,0,2,22.918916486681038,22.918916486681038,560,560,5589.270833333332,0,0,0,0,Beauvechain (EBBE)
2019,1,JAN,EBBL,Kleine Brogel,Belgium,5,73.05744111899608,69.22471202303815,1220,1180,5903.333333333332,2,2,17.23674999999999,15.970499999999989,1,2.5197984161267,0,40,0,23825,0,1,26.419799999999988,0,Kleine Brogel (EBBL)
2019,1,JAN,EBBR,Brussels,Belgium,8288,146610.0914827841,20076.6483324825,1560980,372500,5990.513392857143,1433,3850,1024861.314378,317871.4274159999,8343,46220.4476633015,854.9381677721371,380119,12200,33000,5591,7958,86162.05261900001,7503.784695999999,Brussels (EBBR)
2019,1,JAN,EBCI,Charleroi,Belgium,2021,38174.4337230746,5370.572933904703,419840,98440,6543.75,362,997,213926.164423,50437.378184,2019,29134.8100014921,1729.363302007365,243880,25180,33022.5,918,1676,40516.084083,10001.878166,Charleroi (EBCI)
2019,1,JAN,EBCV,Chievres,Belgium,6,118.005229224519,76.54827792348,2080,1580,2968.098958333333,0,1,951.8233600000001,812.1366600000001,6,16.367440604751607,0,160,0,20000,5,6,2.42200000000001,0,Chievres (EBCV)
2019,1,JAN,EBFN,Koksijde,Belgium,2,30.12206899827928,30.12206899827928,1080,1080,1938.389870998566,0,0,0,0,1,0,0,0,0,6000,1,1,0,0,Koksijde (EBFN)
2019,1,JAN,EBKT,Wevelgem/Kortrijk,Belgium,125,2371.077348993555,980.960553907336,39180,23580,2039.0476190476181,9,15,2342.086111,969.648507,110,636.6571398471771,44.60950332211408,6020,900,23000,74,103,862.944657,10.13643000000001,Wevelgem/Kortrijk (EBKT)
2019,1,JAN,EBLG,Liege,Belgium,1317,26462.9317942847,6024.075175819194,311380,119520,3093.333333333333,147,311,391991.42376699985,159845.819712,1379,4686.284266967892,179.746694768929,39540,2780,33000,1065,1326,15910.150454,1778.119475,Liege (EBLG)
2019,1,JAN,EBOS,Oostende,Belgium,236,3566.573899879129,2016.1947255031,61540,46360,5098.062865497077,44,59,34489.040813,22631.336951,223,1853.086114009624,60.988793271279775,16240,1360,25000,139,206,5167.399903999999,181.23124,Oostende (EBOS)
2019,1,JAN,EDAB,Bautzen,Germany,7,42.6180038284792,42.6180038284792,980,980,3004.918032786884,1,1,76.76799199999999,76.76799199999999,7,23.590112502552127,5.8456962787239295,280,100,24000,4,6,35.06584,6.265899999999999,Bautzen (EDAB)
2019,1,JAN,EDAC,Altenburg (Et),Germany,7,37.33329202516234,37.33329202516234,780,780,4120.928961748633,3,3,121.75134,121.75134,8,15.4870233332153,15.4870233332153,300,300,14000,7,7,-2.293109,-2.293109,Altenburg (Et) (EDAC)
2019,1,JAN,EDAD,Dessau,Germany,2,8.79282598568585,0,100,0,23996.666666666697,1,2,-1.7283149999999998,0,,,,,,,,,,,Dessau (EDAD)
